Identifier	Child 	Directory	File Name	Title	Name (Creator)	Name (Contributor)	Publisher	Date Created	Date Captured	Subject (Topic)	Subject (Name)	Subject (Geographic)	Subject (Temporal)	Description	Content Note	Type of Resource	Genre	Internet Media Type	Extent	Language	Source	Digital Collection	Relation	Repository Collection Guide	Location (OCLC Member Symbol)	Location (Physical Location)	Location (Institution Web Site)	Location (Department)	Rights	Contact Information	Preferred Citation	Item Number	Record Creation Date	Record Change Date	Cataloged By	Digitized By	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)
100			3225099_Dan Cushing General Manager.jpg	Dan Cushing General Manager	Great Southern Lumber Company			1924-1938	11/19/2015	"Cushing, Daniel T..; Supervisors--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225099	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	3033x2445	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	1337 KB	Epson 10000XL/Epson Scan
101			3225b01bf14001_Bogalusa High School.jpg	Bogalusa High School	Great Southern Lumber Company			1924-1938	11/19/2015	Bogalusa High School.; High schools--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf14001	1988-11	2016-05	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1686x1097	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	579 KB	Epson 10000XL/Epson Scan
102			"3225b01bf14002_Nurses In Front of the Nurses' Home, Elizabeth Sullivan Memorial Hospital.jpg"	"Nurses In Front of the Nurses' Home, Elizabeth Sullivan Memorial Hospital"	Great Southern Lumber Company			1924-1938	11/19/2015	"Elizabeth Sullivan Memorial Hospital (Bogalusa, La.).; Nurses--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf14002	1988-11	2016-05	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1682x1086	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	818 KB	Epson 10000XL/Epson Scan
103			"3225b01bf14003_Staff Doctors, Elizabeth Sullivan Memorial Hospital.jpg"	"Staff Doctors, Elizabeth Sullivan Memorial Hospital"	Great Southern Lumber Company			1924-1938	11/19/2015	"Elizabeth Sullivan Memorial Hospital (Bogalusa, La.).; Hospitals--Medical Staff--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf14003	1988-11	2016-05	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1668x1088	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	739 KB	Epson 10000XL/Epson Scan
104			3225b01bf14004_Elizabeth Sullivan Memorial Hospital.jpg	Elizabeth Sullivan Memorial Hospital	Great Southern Lumber Company			1924-1938	11/19/2015	"Elizabeth Sullivan Memorial Hospital (Bogalusa, La.).; Hospitals--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf14004	1988-11	2016-05	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1694x1102	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	783 KB	Epson 10000XL/Epson Scan
105			"3225b01bf14005_Elizabeth Sullivan Memorial Methodist Episcopal Church, Bogalusa.jpg"	"Elizabeth Sullivan Memorial Methodist Episcopal Church, Bogalusa"	Great Southern Lumber Company			1924-1938	11/19/2015	"Elizabeth Sullivan Memorial Methodist Episcopal Church (Bogalusa, La.).; City churches--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf14005	1988-11	2016-05	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1687x1085	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	470 KB	Epson 10000XL/Epson Scan
106			3225b01bf14006_Pine Tree Inn (Post Card).jpg	Pine Tree Inn (Post Card)	Great Southern Lumber Company			1924-1938	11/19/2015	"Pine Tree Inn (Bogalusa, La.).; Hotels--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf14006	1988-11	2016-05	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	2543x1630	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	1694 KB	Epson 10000XL/Epson Scan
107			3225b01bf14007_Pine tree Inn lobby.jpg	Pine tree Inn lobby	Great Southern Lumber Company			1924-1938	11/19/2015	"Pine Tree Inn (Bogalusa, La.).; Hotels--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf14007	1988-11	2016-05	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	2530x1616	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	1734 KB	Epson 10000XL/Epson Scan
108			3225b01bf14008_Bogalusa Stores Company.jpg	Bogalusa Stores Company	Great Southern Lumber Company			1924-1938	11/19/2015	"Bogalusa Stores Company.; Stores, Retail--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf14008	1988-11	2016-05	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	2502x1646	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	1741 KB	Epson 10000XL/Epson Scan
109			3225b01bf14009_Colonial Hotel.jpg	Colonial Hotel	Great Southern Lumber Company			1924-1938	11/19/2015	"Colonial Hotel (Bogalusa, La.).; Hotels--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf14009	1988-11	2016-05	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	2531x1648	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	1486 KB	Epson 10000XL/Epson Scan
110			"3225b01bf14010_Superior Avenue Baptist Church, Bogalusa.jpg"	"Superior Avenue Baptist Church, Bogalusa"	Great Southern Lumber Company			1924-1938	11/19/2015	"Superior Avenue Baptist Church (Bogalusa, La.).; City churches--Louisiana--Bogalusa"		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf14010	1988-11	2016-05	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1681x1104	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	870 KB	Epson 10000XL/Epson Scan
111			"3225b01bf15001_Administration Building, GSL Co. (showing 359 stars in service flag).jpg"	"Administration Building, Great Southern Lumber Company (showing 359 stars in service flag)"	Great Southern Lumber Company			1924-1938	11/19/2015	Office buildings--Louisiana--Bogalusa.; Great Southern Lumber Company		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf15001	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1671x1108	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	639 KB	Epson 10000XL/Epson Scan
112			3225b01bf15002_Sawmill.jpg	Sawmill	Great Southern Lumber Company			1924-1938	11/19/2015	Sawmills--Louisiana--Bogalusa.; Great Southern Lumber Company		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf15002	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1686x1093	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	764 KB	Epson 10000XL/Epson Scan
113			3225b01bf15003_Automatic Stackers at Sawmill.jpg	Automatic Stackers at Sawmill	Great Southern Lumber Company			1924-1938	11/19/2015	Stacking machines--Louisiana--Bogalusa.; Sawmills--Louisiana--Bogalusa		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf15003	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1685x1097	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	747 KB	Epson 10000XL/Epson Scan
114			"3225b01bf15004_Monorail car in operation, GSL Co..jpg"	"Monorail car in operation, Great Southern Lumber Company"	Great Southern Lumber Company			1924-1938	11/19/2015	Monorail railroads--Louisiana--Bogalusa.; Great Southern Lumber Company		Bogalusa (La.)		"The Great Southern Lumber Company was chartered in Pennsylvania on January 17, 1902. Between 1902 and 1905, the owners purchased vast areas of long-leaf virgin pine timber in Louisiana. In 1906, the Goodyear Family, who were the principal owners, erected a sawmill on the Bogue Lusa Creek in Washington Parish, and began the town of Bogalusa. From these beginnings grew the Great Southern Lumber Company, the largest sawmill in the world from its opening in 1908 until 1938, when it ceased operation. It was also the largest mill sawing yellow pine during its existence. "	Titles derived from identifications in scrapbooks from which photographs were removed.	still image		jp2	1 photograph		"Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)"	Great Southern Lumber Company Collection	http://lsu.louisianadigitallibrary.org/lsu-p16313coll92%3Acollection	http://www.lib.lsu.edu/sites/default/files/sc/findaid/3225.pdf	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries."	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request."	"Great Southern Lumber Company Collection, Mss. 3225, Louisiana and Lower Mississippi Valley Collections, LSU Libraries."	3225b01bf15004	1988-11	2016-04	"M. Stone Miller, Jr.; Jo Ann Palermo"	Emily Palermo	300ppi	24	RGB	1690x1085	600ppi TIFF files converted to 300ppi JPEG files with Adobe Photoshop	769 KB	Epson 10000XL/Epson Scan
